step,t_s,state.elbow_flex,state.gripper,state.shoulder_lift,state.shoulder_pan,state.wrist_flex,state.wrist_roll,cmd.elbow_flex,cmd.gripper,cmd.shoulder_lift,cmd.shoulder_pan,cmd.wrist_flex,cmd.wrist_roll
0,0.5788,99.458,93.117,-99.834,-0.074,75.541,38.852,106.157,64.842,-109.745,-1.28,87.948,38.995
1,0.591,99.458,93.117,-99.834,-0.074,75.541,38.852,106.07,64.837,-109.813,-1.254,87.857,38.996
2,0.6252,99.458,93.117,-99.834,-0.074,75.541,38.852,106.155,64.825,-109.748,-1.26,87.896,38.995
3,0.6593,99.458,92.982,-99.917,-0.442,76.221,38.852,105.944,64.658,-110.043,-1.161,88.175,38.995
4,0.6922,99.368,91.093,-100.0,-0.885,77.24,39.048,106.106,64.794,-109.819,-1.268,87.944,38.997
5,0.7278,98.646,88.259,-100.0,-0.959,78.854,39.194,106.056,64.734,-109.878,-1.191,87.938,38.997
6,0.761,98.646,85.02,-100.0,-0.885,79.448,39.243,105.895,64.57,-110.221,-1.121,88.19,38.996
7,0.7944,98.646,81.849,-100.0,-0.737,79.448,39.243,105.805,64.484,-110.219,-1.062,88.29,38.994
8,0.8278,98.646,78.61,-100.0,-0.737,79.448,39.243,105.67,64.462,-110.151,-1.01,88.022,38.996
9,0.8613,98.646,75.371,-100.0,-0.737,79.448,39.243,105.809,64.649,-109.879,-1.086,87.786,38.997
10,0.8943,98.646,72.132,-100.0,-0.737,79.448,39.243,105.317,64.09,-110.526,-0.961,88.515,38.992
11,0.9283,98.646,69.703,-100.0,-0.737,79.448,39.243,105.374,64.124,-110.559,-0.974,88.433,38.993
12,0.9617,98.646,67.881,-100.0,-0.737,79.448,39.243,105.539,64.347,-110.265,-0.997,88.171,38.994
13,0.9951,98.646,66.532,-100.0,-0.737,79.448,39.243,104.188,63.33,-110.542,-0.676,88.72,38.992
14,1.0285,98.646,65.857,-100.0,-0.737,79.448,39.243,104.632,63.605,-110.703,-0.788,88.659,38.992
15,1.0621,98.646,65.182,-100.0,-0.664,79.448,39.243,104.54,63.558,-110.641,-0.735,88.58,38.992
16,1.0953,98.646,64.507,-100.0,-0.664,79.448,39.243,104.752,63.715,-110.674,-0.814,88.539,38.992
17,1.1288,98.646,64.305,-100.0,-0.664,79.448,39.243,104.786,63.754,-110.316,-0.734,88.167,38.992
18,1.1621,98.646,64.238,-100.0,-0.664,79.448,39.243,104.561,63.57,-110.615,-0.743,88.672,38.991
19,1.1956,98.646,64.238,-100.0,-0.664,79.448,39.243,104.335,63.459,-110.598,-0.727,88.46,38.995
20,1.2289,98.646,64.17,-100.0,-0.664,79.448,39.243,104.222,63.443,-110.497,-0.675,88.531,38.992
21,1.2624,98.646,63.968,-100.0,-0.664,79.448,39.243,104.493,63.61,-110.294,-0.727,88.251,38.994
22,1.2951,98.646,63.9,-100.0,-0.664,79.448,39.243,104.22,63.363,-110.529,-0.697,88.641,38.993
23,1.3272,98.646,63.9,-100.0,-0.664,79.448,39.243,104.338,63.449,-110.616,-0.735,88.704,38.992
24,1.3605,98.646,63.833,-100.0,-0.664,79.448,39.243,104.338,63.422,-110.549,-0.685,88.54,38.992
25,1.394,98.646,63.765,-100.0,-0.664,79.448,39.243,104.089,63.353,-110.361,-0.628,88.494,38.993
26,1.4277,98.646,63.698,-100.0,-0.664,79.448,39.243,104.316,63.484,-110.381,-0.701,88.239,38.995
27,1.461,98.646,63.698,-100.0,-0.664,79.448,39.243,104.122,63.368,-110.46,-0.666,88.6,38.993
28,1.4944,98.646,63.698,-100.0,-0.664,79.448,39.243,104.707,63.677,-110.558,-0.765,88.407,38.993
29,1.5278,98.646,63.698,-100.0,-0.664,79.448,39.243,104.335,63.439,-110.644,-0.705,88.698,38.992
30,1.5676,98.646,63.698,-100.0,-0.664,79.448,39.243,104.387,63.452,-110.674,-0.663,88.521,38.992
31,1.5948,98.646,63.698,-100.0,-0.664,79.448,39.243,104.217,63.402,-110.416,-0.533,88.25,38.993
32,1.6281,98.646,63.698,-100.0,-0.664,79.448,39.243,104.288,63.434,-110.628,-0.669,88.566,38.992
