step,t_s,state.elbow_flex,state.gripper,state.shoulder_lift,state.shoulder_pan,state.wrist_flex,state.wrist_roll,cmd.elbow_flex,cmd.gripper,cmd.shoulder_lift,cmd.shoulder_pan,cmd.wrist_flex,cmd.wrist_roll
0,0.5865,99.458,93.657,-99.834,0.074,75.456,38.95,106.307,65.145,-109.871,-1.367,86.84,38.998
1,0.5997,99.458,93.657,-99.834,0.074,75.456,38.95,106.206,65.124,-109.977,-1.326,86.792,38.998
2,0.6287,99.458,93.657,-99.834,0.074,75.456,38.95,106.319,65.136,-109.874,-1.351,86.822,38.997
3,0.6661,99.458,93.522,-100.0,-0.369,76.306,38.95,106.115,64.957,-110.26,-1.22,87.099,38.999
4,0.6995,99.458,91.43,-100.0,-0.959,77.41,39.096,106.273,65.104,-109.959,-1.353,86.861,38.999
5,0.7328,98.826,88.462,-100.0,-1.032,78.938,39.292,106.231,65.04,-110.047,-1.275,86.873,39.0
6,0.7663,98.736,85.29,-100.0,-0.737,79.363,39.341,106.066,64.86,-110.48,-1.187,87.127,39.0
7,0.7996,98.736,81.984,-100.0,-0.737,79.363,39.341,105.967,64.786,-110.474,-1.12,87.192,38.999
8,0.8331,98.736,78.812,-100.0,-0.885,79.363,39.341,105.85,64.757,-110.425,-1.053,86.918,39.001
9,0.8664,98.736,75.574,-100.0,-0.885,79.363,39.341,105.988,64.965,-110.057,-1.151,86.697,39.001
10,0.9009,98.736,72.402,-100.0,-0.811,79.363,39.341,105.497,64.39,-110.894,-0.964,87.398,38.999
11,0.9336,98.736,69.973,-100.0,-0.737,79.363,39.341,105.544,64.423,-110.898,-0.986,87.345,38.999
12,0.9669,98.736,68.151,-100.0,-0.737,79.363,39.341,105.686,64.631,-110.579,-1.022,87.087,39.0
13,1.0006,98.736,66.802,-100.0,-0.737,79.363,39.341,104.459,63.617,-110.949,-0.627,87.552,39.002
14,1.0338,98.736,66.194,-100.0,-0.737,79.363,39.341,104.881,63.902,-111.098,-0.769,87.524,39.0
15,1.0672,98.736,65.385,-100.0,-0.664,79.363,39.341,104.749,63.826,-111.036,-0.704,87.443,39.001
16,1.1006,98.736,64.777,-100.0,-0.664,79.363,39.341,104.953,63.993,-111.06,-0.79,87.395,39.0
17,1.1342,98.736,64.575,-100.0,-0.737,79.363,39.341,105.05,64.059,-110.664,-0.727,86.992,39.0
