step,t_s,state.elbow_flex,state.gripper,state.shoulder_lift,state.shoulder_pan,state.wrist_flex,state.wrist_roll,cmd.elbow_flex,cmd.gripper,cmd.shoulder_lift,cmd.shoulder_pan,cmd.wrist_flex,cmd.wrist_roll
0,0.5775,99.458,93.522,-99.584,-0.369,75.456,38.95,105.346,65.211,-109.22,-1.627,86.869,38.986
1,0.5904,99.458,93.522,-99.584,-0.369,75.456,38.95,105.249,65.177,-109.288,-1.592,86.827,38.987
2,0.6244,99.458,93.522,-99.584,-0.369,75.456,38.95,105.374,65.213,-109.193,-1.618,86.895,38.986
3,0.6584,99.458,93.32,-99.834,-0.737,76.391,38.95,105.124,65.0,-109.586,-1.497,87.255,38.987
4,0.6912,99.368,91.296,-100.0,-1.18,77.495,39.145,105.297,65.159,-109.324,-1.609,86.946,38.988
5,0.7248,98.826,88.327,-100.0,-1.327,79.023,39.292,105.261,65.095,-109.376,-1.545,86.97,38.988
6,0.7581,98.826,85.088,-100.0,-1.032,79.363,39.341,105.075,64.909,-109.768,-1.457,87.36,38.988
7,0.7913,98.736,81.849,-100.0,-0.959,79.363,39.341,104.951,64.85,-109.743,-1.403,87.387,38.988
8,0.8247,98.736,78.745,-100.0,-1.032,79.363,39.341,104.819,64.793,-109.693,-1.325,87.129,38.99
9,0.8585,98.736,75.506,-100.0,-1.032,79.363,39.341,104.984,65.0,-109.37,-1.436,86.832,38.989
10,0.8915,98.736,72.335,-100.0,-0.959,79.363,39.341,104.429,64.434,-110.096,-1.229,87.712,38.988
11,0.9254,98.736,70.04,-100.0,-0.959,79.363,39.341,104.515,64.488,-110.064,-1.254,87.654,38.989
12,0.9591,98.736,68.219,-100.0,-1.032,79.363,39.341,104.668,64.67,-109.792,-1.285,87.256,38.989
13,0.9922,98.736,66.869,-100.0,-1.032,79.363,39.341,103.341,63.766,-110.317,-0.906,87.906,38.99
14,1.0257,98.736,66.262,-100.0,-0.959,79.363,39.341,103.782,64.02,-110.338,-1.045,87.838,38.99
15,1.0589,98.736,65.452,-100.0,-0.959,79.363,39.341,103.67,63.968,-110.314,-0.989,87.729,38.99
16,1.0926,98.736,64.912,-100.0,-0.959,79.363,39.341,103.889,64.114,-110.253,-1.08,87.678,38.991
17,1.1269,98.736,64.71,-100.0,-0.959,79.363,39.341,103.958,64.157,-109.928,-1.01,87.33,38.99
18,1.1596,98.736,64.575,-100.0,-0.959,79.363,39.341,103.66,63.948,-110.295,-0.974,87.838,38.989
19,1.1929,98.736,64.575,-100.0,-0.959,79.363,39.341,103.49,63.879,-110.285,-0.961,87.69,38.993
20,1.2264,98.736,64.575,-100.0,-0.959,79.363,39.341,103.366,63.862,-110.248,-0.901,87.696,38.991
21,1.2596,98.736,64.44,-100.0,-0.959,79.363,39.341,103.584,63.997,-109.921,-0.962,87.432,38.992
22,1.2932,98.736,64.305,-100.0,-0.959,79.363,39.341,103.37,63.78,-110.284,-0.918,87.798,38.991
23,1.3267,98.736,64.305,-100.0,-0.959,79.363,39.341,103.489,63.854,-110.356,-0.966,87.848,38.99
24,1.3601,98.736,64.305,-100.0,-0.959,79.363,39.341,103.476,63.834,-110.276,-0.926,87.771,38.99
